date_of_extract,post_text,Post ID,Page ID,Page name,Description,Duration (sec),Publish time,Caption type,Permalink,Is crosspost,Is share,Post type,Languages,Custom labels,Funded content status,Data comment,Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,Total clicks,Other Clicks,Matched Audience Targeting Consumption (Photo Click),Link Clicks,Negative feedback from users: Hide all,Negative feedback from users: Hide,Seconds viewed,Average Seconds viewed,Estimated earnings (USD),Ad CPM (USD),Ad impressions,source_file,Impressions,Negative feedback from users,Unique negative feedback from users,Unique negative feedback from users: Hide all,Unique negative feedback from users: Hide,"3-second video views by top audience (F, 35-44)","3-second video views by top audience (F, 45-54)","3-second video views by top audience (F, 55-64)","3-second video views by top audience (F, 65+)","3-second video views by top audience (F, 25-34)","3-second video views by top audience (F, 18-24)","3-second video views by top audience (M, 45-54)","3-second video views by top audience (M, 35-44)","3-second video views by top audience (M, 65+)","3-second video views by top audience (M, 55-64)","3-second video views by top audience (M, 25-34)",3-second video views by country (United States (US)),3-second video views by country (Canada (CA)),3-second video views by country (Mexico (MX)),3-second video views by country (Australia (AU)),3-second video views by country (British Virgin Islands (VG)),3-second video views by country (South Korea (KR)),3-second video views by country (Greece (GR)),3-second video views by country (Taiwan (TW)),3-second video views by country (Spain (ES)),3-second video views by country (Germany (DE)),3-second video views by country (Kenya (KE)),3-second video views by country (Thailand (TH)),3-second video views by country (Lebanon (LB)),3-second video views by country (India (IN)),3-second video views by country (Montenegro (ME)),3-second video views by country (Portugal (PT)),3-second video views by country (Malawi (MW)),3-second video views by country (Pakistan (PK)),3-second video views by country (Philippines (PH)),3-second video views by country (Sweden (SE)),"3-second video views by top audience (M, 18-24)",3-second video views by country (United Kingdom (GB)),3-second video views by country (Puerto Rico (PR)),3-second video views by country (Japan (JP)),3-second video views by country (Romania (RO)),3-second video views by country (Netherlands (NL)),3-second video views by country (Nigeria (NG)),3-second video views by country (Turkey (TR)),3-second video views by country (Italy (IT)),3-second video views by country (New Zealand (NZ)),3-second video views by country (Singapore (SG)),3-second video views by country (Argentina (AR)),3-second video views by country (Ukraine (UA)),3-second video views by country (Fiji (FJ)),3-second video views by country (Poland (PL)),3-second video views by country (Nepal (NP)),3-second video views by country (Austria (AT)),3-second video views by country (Vietnam (VN)),3-second video views by country (Peru (PE)),3-second video views by country (Switzerland (CH)),3-second video views by country (Israel (IL)),3-second video views by country (Ireland (IE)),3-second video views by country (Malaysia (MY)),3-second video views by country (South Africa (ZA)),3-second video views by country (Saudi Arabia (SA)),3-second video views by country (Macedonia (MK)),3-second video views by country (Costa Rica (CR)),3-second video views by country (Guernsey (GG)),3-second video views by country (Cyprus (CY)),3-second video views by country (American Samoa (AS)),3-second video views by country (Jamaica (JM)),3-second video views by country (Norway (NO)),3-second video views by country (Serbia (RS)),3-second video views by country (Brazil (BR)),3-second video views by country (United Arab Emirates (AE)),3-second video views by country (Georgia (GE)),3-second video views by country (Hungary (HU))
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,Daniel is a Deaf student-athlete who has achieved ,1173307281510471,100064936292137,Council for Exceptional Children,NA,0,07/15/2025 11:01,N/A,https://www.facebook.com/cechq/posts/pfbid02qs4QCLVTHKgzTLEGu16qiwnHQJagofezh4A86pYnWCYr3yQy7K2jCMNMd7MeGpnpl,0,0,Photos,NA,NA,NA,NA,Lifetime,1255,934,11,9,0,2,2,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,Did you know that fully funding IDEA could support,1173166108191255,100064936292137,Council for Exceptional Children,NA,0,07/15/2025 07:21,N/A,https://www.facebook.com/cechq/posts/pfbid02Fm3bQP6Jozh3qecaUiCKanFf3p28PwRrjF8pexwLeKGpAFBcYdLCJJurtYRTJ61El,0,0,Photos,NA,NA,NA,NA,Lifetime,7426,5014,237,177,8,52,118,76,19,23,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,#SELS2025 attendees have spent the day learning ab,1172538961587303,100064936292137,Council for Exceptional Children,NA,0,07/14/2025 13:01,N/A,https://www.facebook.com/cechq/posts/pfbid022WkcorAua4v5sDsYo1up3zQPvrikAuAXx7cDmCpQfPCx6RpEbGUppkhc9weSF1Ctl,0,0,Photos,NA,NA,NA,NA,Lifetime,5772,3783,156,143,0,13,281,68,175,38,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,NA,1172492354925297,100064936292137,Council for Exceptional Children,NA,0,07/14/2025 11:30,N/A,https://www.facebook.com/cechq/posts/pfbid0DAzWLNdEW7N9h2GQVZPHn6s3okTEJKb3rRtKvFyvKfr3dZZS91J4mV4ReVzgdxFhl,0,1,Photos,NA,NA,NA,NA,Lifetime,1231,791,29,29,0,0,44,16,28,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,The nation continues to face a critical shortage o,1172416258266240,100064936292137,Council for Exceptional Children,NA,0,07/14/2025 09:24,N/A,https://www.facebook.com/cechq/posts/pfbid02zKJZc7VkjPEr5DP3nFocEX9wUVB9DHqYEKB33osG6tmxAJa6eTcjyf2ghbDZwki5l,0,0,Photos,NA,NA,NA,NA,Lifetime,11295,7009,200,141,10,49,625,467,41,117,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,#SELS2025 has kicked off! Follow along on CEC's an,1171666981674501,100064936292137,Council for Exceptional Children,"#SELS2025 has kicked off! Follow along on CEC's and CASE's social media to learn about the issues impacting special education and ways you can advocate from home.

https://specialeducationlegislativesummit.org/",25,07/13/2025 12:00,N/A,https://www.facebook.com/cechq/videos/645518974483218/,0,0,Videos,NA,NA,NA,NA,Lifetime,1230,1079,41,33,0,8,26,13,NA,13,NA,NA,5021.679,4.611,0,0,0,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,"To combat its special educator shortage, Pennsylva",1170116075162925,100064936292137,Council for Exceptional Children,NA,0,07/11/2025 13:01,N/A,https://www.facebook.com/cechq/posts/pfbid0jTkE8VHtFn8ve6Q1Hv2AgmP3DB4HKBGFcwCLzq2dHL8fXqyhK8Drr3Q8KCLwBK4kl,0,0,Photos,NA,NA,NA,NA,Lifetime,5798,3854,68,50,7,11,207,143,17,47,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,CEC is exhibiting at the UNITED Conference in Seat,1170012118506654,100064936292137,Council for Exceptional Children,NA,0,07/11/2025 09:53,N/A,https://www.facebook.com/cechq/posts/pfbid02Cwn1YdQLjpseaqSs4bEdfm2xtaqMtyM75KsN8AGh88EGBFfatQno7R5Be5KXuib9l,0,0,Photos,NA,NA,NA,NA,Lifetime,1225,896,12,10,0,2,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,CEC's Career Center offers resources such as a lea,1169907185183814,100064936292137,Council for Exceptional Children,NA,0,07/11/2025 07:15,N/A,https://www.facebook.com/cechq/posts/pfbid02Jjhy42y6QMXu4Y2hFha5bE9Y5VW1cgNi7ttdthFf8d1K3rJo3oE5tsGwBfwq9XENl,0,0,Photos,NA,NA,NA,NA,Lifetime,1646,1189,16,11,0,5,23,11,2,10,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,Learn how the data published by the NAEP contribut,1169309271910272,100064936292137,Council for Exceptional Children,NA,0,07/10/2025 13:01,N/A,https://www.facebook.com/cechq/posts/pfbid02unKpNrTMNw5vXSbKjBjTxm1eAusWD9TYfxZ62nHgBaCxvai77y5T562YARLcE6g3l,0,0,Photos,NA,NA,NA,NA,Lifetime,2072,1489,23,15,0,8,18,9,3,6,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,Explore our Partner Solutions Directory to discove,1169223488585517,100064936292137,Council for Exceptional Children,NA,0,07/10/2025 10:13,N/A,https://www.facebook.com/cechq/posts/pfbid0HmaEKrHzpJ9kh8RZG1Zm2Bw27Q6oTYK1vdgq52VLTv5pPVqocKEkSbWTo4WnjBTvl,0,0,Photos,NA,NA,NA,NA,Lifetime,1122,791,7,5,0,2,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,🏆 Know an outstanding special education profession,1168544795320053,100064936292137,Council for Exceptional Children,NA,0,07/09/2025 13:00,N/A,https://www.facebook.com/cechq/posts/pfbid02F2EcnAskjNB8p5q4GwcMvrAk6U7hqbx2uHtToC5y4tw1G6J1cXj1NSicg6phSzCZl,0,0,Photos,NA,NA,NA,NA,Lifetime,2576,1845,22,15,1,6,42,26,3,13,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,If you are hoping to attend CEC 2026 and need to p,1168342565340276,100064936292137,Council for Exceptional Children,"If you are hoping to attend CEC 2026 and need to persuade your administrator or school board to cover your expenses, we have created a resource to assist you. Use this Justification Toolkit to help make your case for support regarding travel, funding, and time off to attend #CEC2026 in Salt Lake City.

https://cecconvention.org/justification",9,07/09/2025 07:02,N/A,https://www.facebook.com/cechq/videos/738381075441103/,0,0,Videos,NA,NA,NA,NA,Lifetime,3980,3019,30,30,0,0,145,90,NA,55,NA,NA,16240.5,5.662,0,0,0,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,Read more of the analysis of states’ progress in i,1167606998747166,100064936292137,Council for Exceptional Children,NA,0,07/08/2025 11:01,N/A,https://www.facebook.com/cechq/posts/pfbid0VFs6pKvzoBAYDbf7NVWT8MN1VnW296YmwWkCvSRewymQbgfWBQoJXoCB84zvUTeFl,0,0,Photos,NA,NA,NA,NA,Lifetime,2825,1842,27,16,0,11,113,59,3,51,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,The next generation of special education leaders i,1167386458769220,100064936292137,Council for Exceptional Children,NA,0,07/08/2025 05:01,N/A,https://www.facebook.com/cechq/posts/pfbid02cNMHdpJheyMV9xvHkwfScptAidHRiRCq6zFjpfp2ifhLjS7vxAcw5oGvBPckMuxal,0,0,Photos,NA,NA,NA,NA,Lifetime,1714,1207,14,11,0,3,33,16,6,11,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,This project is part of Bridgeport Public Schools’,1166821365492396,100064936292137,Council for Exceptional Children,NA,0,07/07/2025 12:00,N/A,https://www.facebook.com/cechq/posts/pfbid03HkMza2DVQbM9k8J4yDR6NqAgSaQwUwY45UKfR6ywf4K33wmnZuUyPmvdVptc1Zul,0,0,Photos,NA,NA,NA,NA,Lifetime,6492,4684,111,90,12,9,214,136,18,60,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,Discover how mentorship is shaping the future of s,1166706148837251,100064936292137,Council for Exceptional Children,NA,0,07/07/2025 08:47,N/A,https://www.facebook.com/cechq/posts/pfbid0eqk8j9Ax3BuPwFHmC97xbc24guQemoyquLV7HKm5bJfTgxA36FgRiQDxp88R3x6bl,0,0,Photos,NA,NA,NA,NA,Lifetime,1732,1262,12,10,0,2,9,5,NA,4,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,On the 249th anniversary of the adoption of the De,1164182459089620,100064936292137,Council for Exceptional Children,NA,0,07/04/2025 09:01,N/A,https://www.facebook.com/cechq/posts/pfbid0eoT7gtKgYSSFLDczj4qJEYzjYkADSi2tcxBA5UMuSnLuLCdyhrRiusaCsgLQ7SWVl,0,0,Photos,NA,NA,NA,NA,Lifetime,1408,966,20,15,0,5,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,"In July of 1990, the Americans with Disabilities A",1163505759157290,100064936292137,Council for Exceptional Children,NA,0,07/03/2025 13:01,N/A,https://www.facebook.com/cechq/posts/pfbid0hJGFHd6qZNAdnz3bBS2P7YH3LJWtTmZsA5kFi5LMr8ZBbhbmRQeeFPafuzQApBwLl,0,0,Photos,NA,NA,NA,NA,Lifetime,4125,2803,145,111,4,30,70,43,11,16,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,As plans for cutting hundreds of billions of dolla,1163279829179883,100064936292137,Council for Exceptional Children,NA,0,07/03/2025 07:01,N/A,https://www.facebook.com/cechq/posts/pfbid02Ps5vzfUJWsy2PDXCoEqNuAxtdf2RjYmUtx3YLUCa7ybhVfbwq8xHoqAhZSdvVpvMl,0,0,Photos,NA,NA,NA,NA,Lifetime,4478,2704,96,63,8,25,194,134,12,48,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,We are pleased to offer pre- and post-Convention w,1162446229263243,100064936292137,Council for Exceptional Children,NA,0,07/02/2025 07:02,N/A,https://www.facebook.com/cechq/posts/pfbid0eXWJN4VVAAPeiue9hhFvDfX3iQJiFNecGFn7BhWTQtwFYX62NQ7XBgVMcibMycrEl,0,0,Photos,NA,NA,NA,NA,Lifetime,2121,1518,13,11,0,2,40,13,7,20,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,Meet CEC's Partner of the month: Brolly! Brolly si,1161812139326652,100064936292137,Council for Exceptional Children,NA,0,07/01/2025 11:01,N/A,https://www.facebook.com/cechq/posts/pfbid02iBvET2YyQdfkoSNv8smo7v2WguKQrXLnuVLrDXBrAZ9Y1fQAXPYyhn5v3Yh4Nv3Hl,0,0,Photos,NA,NA,NA,NA,Lifetime,1279,914,7,6,0,1,8,2,1,5,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,In the premiere episode of Rewriting the Narrative,1161676162673583,100064936292137,Council for Exceptional Children,"In the premiere episode of Rewriting the Narrative, host Ben Tillson is joined by Dr. Danielle Kovach, a seasoned special education teacher and adjunct professor, and Glenna Wright-Gallo, vice president of policy at Everway and former U.S. assistant secretary for special education and rehabilitation services. Together, they share their journeys into special education, reflect on the evolving challenges of the profession, and explore critical issues like funding, staffing shortages, and the growing role of technology—including AI—in supporting students. They also emphasize the power of community, collaboration, and policy in shaping a sustainable, more inclusive future for educators and learners alike.

https://exceptionalchildren.podbean.com/e/building-a-better-future-funding-tech-and-the-special-education-workforce",34,07/01/2025 07:15,uploaded,https://www.facebook.com/cechq/videos/1996651284414053/,0,0,Videos,NA,NA,NA,NA,Lifetime,495,511,4,3,0,1,0,NA,NA,NA,NA,NA,1555.565,3.503,0,0,0,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2025-07-27-Apr-30-2025_Jul-27-2025_362799094399853,The CEC Learning Library offers access to a compre,1161084049399461,100064936292137,Council for Exceptional Children,NA,0,06/30/2025 13:01,N/A,https://www.facebook.com/cechq/posts/pfbid02sCi1NS7DMNNnLgrmdgD3p6P9MyUQTbK6XqanKB3coumevNEvrD5g6d99hN1Femaml,0,0,Photos,NA,NA,NA,NA,Lifetime,1336,982,12,8,0,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2025-07-27-Apr-30-2025_Jul-27-2025_3627990943998536.csv,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
